food,calories,protein,fat,carbs,sugar,fiber,cholesterol,cost
Crunchy butterscotch,277.32,3.11,20.99,19.92,17.73,0.47,30.0,35
Peach melba ice cream,200.85,2.06,14.51,16.31,13.35,0.06,30.0,25
Vanilla ice cream with apples in hot cherry sauce,196.32,1.73,11.45,22.75,14.19,0.26,30.0,24
Grape and orange whip,57.39,1.41,2.62,6.72,5.66,0.97,0.0,10
Honey banana cream,125.49,2.78,6.68,13.64,10.51,0.7,30.0,18
Raspberry bavarian cream,150.1,3.34,7.88,17.82,15.3,2.19,30.0,22
Fruit delight,107.09,2.09,7.09,9.11,9.03,0.09,0.0,15
Creamy chocolate mousse,230.52,6.85,18.16,9.53,8.99,0.0,30.0,37
Cold lemon souffle,169.87,5.89,9.78,15.62,13.88,0.0,0.0,29
Cold orange souffle,173.19,5.94,9.82,16.27,14.42,0.11,0.0,29
Cold pineapple souffle,181.22,6.23,10.39,16.85,14.99,0.0,0.0,31
Cold vanilla souffle,179.54,6.22,10.32,16.29,14.49,0.0,0.0,30
Cold chocolate souffle,187.53,6.37,10.86,17.22,15.31,0.0,0.0,31
Stewed fruit (with pear),74.32,0.25,0.32,18.22,17.67,2.84,0.0,10
Apricot fool,240.79,1.54,11.35,33.64,21.29,1.0,20.0,28
Pavlova,200.6,1.84,12.29,21.84,20.37,0.06,20.0,25
Apple crumb pudding,220.85,1.54,8.87,35.17,27.69,1.33,20.0,26
Steamed cake with chocolate sauce,301.91,4.49,19.01,29.06,19.72,0.29,20.0,40
Hot lemon souffle,155.25,5.29,7.93,16.31,12.07,0.14,0.0,26
Gulab jamun with milk powder,471.15,0.85,40.15,28.24,27.04,0.05,30.0,51
Chum chum,130.05,1.52,1.92,28.27,27.84,0.02,0.0,17
Dil bahar,130.05,1.52,1.92,28.27,27.84,0.02,0.0,17
Rasbhari,130.05,1.52,1.92,28.27,27.84,0.02,0.0,17
Rajbogh,133.7,1.71,2.28,28.16,27.66,0.11,0.0,17
Rasgulla,118.64,1.38,1.75,25.79,25.4,0.01,0.0,15
Rasmalai,135.55,1.61,2.11,29.17,28.71,0.07,0.0,17
Khoa coconut burfi,411.45,9.98,26.01,36.55,35.6,4.07,0.0,61
Danedar burfi,102.68,3.24,4.72,12.33,11.98,0.09,0.0,17
Semolina burfi (Suji/Rava burfi),348.67,3.47,16.86,47.1,28.67,2.8,20.0,43
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,1.75,12.66,17.02,16.11,4.29,0.0,23
Khoa ladoo,396.02,12.21,24.09,34.43,33.37,3.08,0.0,64
Wheat and gram flour ladoo (Atta besan ladoo),501.7,9.38,29.86,50.5,18.46,6.01,0.0,69
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84,5.44,25.45,48.02,19.79,4.27,0.0,56
Sesame chickpeas brittle (Til aur channe ki chikki),282.74,8.5,4.66,50.49,36.48,5.54,0.0,44
Murmura chikki,253.82,2.12,0.32,59.59,48.27,0.37,20.0,30
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,2.05,57.61,6.48,1.58,1.44,20.0,62
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,2.22,71.01,5.55,0.27,1.34,20.0,75
Chicken pakora/pakoda,590.09,6.03,60.98,4.55,0.22,0.96,50.0,73
Fish pakora/pakoda,577.03,5.97,59.52,4.55,0.22,0.96,50.0,72
Paneer cutlet,672.2,4.59,69.38,7.62,2.52,0.39,30.0,80
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,0.56,56.97,11.23,0.1,0.54,20.0,60
Poshtik cutlet,496.45,2.0,50.94,7.39,0.32,1.35,20.0,56
Egg cutlet (Anda cutlet),575.02,2.45,60.25,5.77,0.2,0.58,50.0,65
Minced meat cutlet,531.86,5.1,54.47,5.61,0.31,0.4,50.0,66
Vegetable samosa,443.11,2.21,42.22,13.22,0.74,1.52,20.0,51
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,4.39,76.32,9.7,0.16,2.27,20.0,87
Masala urad dal vada,703.78,4.32,71.62,9.93,0.7,2.71,20.0,82
Khaman (dhokla),54.73,1.92,2.8,5.36,1.36,1.49,0.0,10
Instant dhokla,207.11,7.66,9.37,24.11,6.86,3.57,0.0,36
Tomato ginger chutney (Tamatar adarak ki chutney),44.66,1.05,0.32,9.11,6.31,2.14,0.0,10
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,1.53,0.36,8.22,5.48,2.63,0.0,10
Coriander chutney (Hare dhaniye ki chutney),42.86,1.38,0.37,8.16,5.5,2.47,0.0,10
Gooseberry chutney (Amla chutney),43.02,1.44,0.62,8.83,0.06,4.58,0.0,10
Walnut chutney (Akhrot ki chutney),370.43,9.44,33.46,8.91,4.4,3.04,0.0,56
Saunth/Sonth chutney with ginger,84.22,0.28,0.11,20.62,19.04,0.31,0.0,10
Gun powder chutney,312.34,21.55,2.67,47.65,1.16,13.95,0.0,70
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,346.36,12.88,15.88,36.72,10.41,13.16,0.0,59
Curd mint dip ,76.13,4.82,2.44,9.11,7.83,0.77,0.0,17
Curd vegetable dip,56.21,3.88,1.94,6.04,5.42,0.63,0.0,13
Mayonnaise vegetable dip,241.27,3.01,23.44,4.8,4.39,0.41,20.0,31
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,4.03,6.31,20.51,1.79,2.1,0.0,23
Tomato sandwich (grilled),189.92,6.26,9.39,21.29,2.58,1.91,0.0,31
French sandwich (toasted),186.75,6.82,11.51,14.82,1.82,1.37,0.0,32
Peanut butter cucumber sandwich,243.33,9.04,10.56,29.76,2.91,3.35,30.0,42
Mint and peanut sandwich,273.59,7.18,13.88,31.83,2.78,3.67,0.0,42
Spicy chutney sandwich,249.58,8.74,9.58,34.03,3.96,3.73,0.0,42
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.78,12.58,16.77,22.62,1.77,1.53,50.0,53
Rolled sandwich,293.07,6.45,15.29,34.69,2.7,2.07,0.0,43
Ribbon sandwich,239.26,6.26,13.37,24.76,4.66,2.92,0.0,37
Checker board sandwich,348.37,7.37,24.65,25.94,2.9,2.22,0.0,50
Submarine sandwich,216.92,6.09,15.32,13.6,2.5,1.24,0.0,34
Cheese open sandwich,274.07,9.84,14.24,28.42,3.24,1.74,30.0,47
Sunset and sunrise open sandwich,241.31,8.58,15.14,18.89,1.95,1.39,0.0,41
Danish luncheon sandwich,193.82,9.03,10.1,17.77,1.13,1.52,0.0,37
Chicken and corn open sandwich,188.16,8.63,8.83,19.21,2.48,1.67,50.0,35
Chocolate sponge cake,239.86,9.13,5.51,39.54,25.0,0.52,0.0,41
Chocolate swiss roll,306.08,6.01,19.76,26.97,18.83,0.29,0.0,43
Lemon curd filling,225.62,3.43,12.58,26.41,26.13,0.0,20.0,30
Jam filling,184.62,0.0,0.0,46.15,41.54,0.0,0.0,19
Chocolate pastry,243.37,7.05,10.12,32.24,22.34,0.32,0.0,38
Assorted pastry,230.74,6.78,8.91,31.99,19.7,0.43,0.0,36
Orange gateau,178.05,4.78,6.02,27.01,18.33,0.68,0.0,27
Black forest gateau,217.82,5.94,8.58,30.57,21.97,0.28,0.0,34
Lemon cake,373.85,5.29,20.63,43.1,25.84,0.62,0.0,49
Dundee cake,396.62,7.78,22.7,41.4,21.3,1.81,0.0,56
Victorian sandwich cake,373.09,5.18,19.83,44.74,28.18,0.59,0.0,48
Chocolate eggless cake,312.01,6.66,13.19,43.45,34.2,0.32,50.0,45
Orange eggless cake,355.62,7.16,13.82,52.65,37.87,0.56,50.0,50
Chocolate glace icing,436.29,3.22,20.8,62.43,59.88,0.0,20.0,52
Butter icing,500.72,0.19,25.37,71.64,71.64,0.0,30.0,53
Chocolate butter icing,469.59,3.21,24.77,61.72,59.82,0.0,30.0,55
Almond biscuit (Badam ke biscuit),407.74,6.25,19.7,52.14,22.19,1.5,0.0,54
Orange biscuit,354.78,3.63,11.01,62.11,42.63,0.75,20.0,43
Gingerman biscuit,357.43,6.26,12.73,55.24,21.64,2.0,0.0,48
Coffee drops,443.07,7.57,27.16,43.06,18.27,1.88,0.0,60
Christmas biscuit,406.07,5.67,15.88,60.97,26.01,2.17,0.0,52
Christmas wreath biscuit,386.05,5.43,15.01,58.07,24.89,2.28,0.0,50
Christmas bell biscuit,404.85,5.66,15.84,60.79,25.94,2.33,0.0,52
Christmas star biscuit,392.03,3.54,10.04,74.54,53.05,1.47,20.0,47
Christmas tree biscuit,385.63,5.43,15.0,58.41,24.77,2.65,0.0,50
Chocolate cream shells,427.17,5.1,19.34,59.26,34.72,0.9,30.0,54
Jelly biscuit,404.61,4.23,19.33,55.24,29.76,2.02,20.0,50
Cherry and walnut cookies,422.6,5.63,18.75,59.35,30.37,1.3,0.0,54
Cheese straws,382.0,9.83,24.28,30.61,1.79,1.29,30.0,58
Butterfly biscuit,341.45,9.98,22.11,25.33,2.44,1.02,30.0,54
Flan pastry,445.8,6.72,25.04,47.84,6.22,1.58,0.0,58
Fruit flan,261.35,3.3,12.48,34.71,9.52,0.71,20.0,33
Orange cream flan,280.28,4.73,13.59,36.16,25.27,0.63,30.0,38
Fruit puree tart,286.5,3.35,16.83,30.42,9.79,1.31,20.0,36
Apple banana pie,243.99,3.13,11.39,32.12,12.96,1.89,20.0,31
Lemon chiffon pie,259.31,4.88,14.52,27.63,11.39,0.66,20.0,36
Orange chiffon pie,207.57,3.89,11.16,23.14,10.46,0.7,20.0,29
Cream buns,215.74,4.45,15.81,14.16,5.95,0.31,30.0,31
Savoury puffs,190.79,9.51,15.24,10.8,4.51,0.33,0.0,39
Choux swans,216.34,4.35,15.6,14.92,6.13,0.35,20.0,31
Potato aigrettes,530.03,2.35,54.24,8.01,0.73,0.45,20.0,60
Cream horns,408.23,3.42,33.55,23.12,7.12,0.6,30.0,49
Savoury cheese horns,295.15,5.66,20.71,21.38,2.74,0.73,30.0,41
Paneer patties,338.58,7.6,23.96,22.79,4.04,1.18,30.0,49
Vegetable patties ,261.92,4.01,17.74,20.98,1.49,2.62,20.0,35
Pearl millet infant food (Bajra shishu aahaar),362.44,11.98,6.62,62.1,26.06,7.84,0.0,58
Sajina,345.26,10.81,3.03,66.87,25.89,7.62,0.0,54
Cereal mix ,120.81,3.32,2.02,21.84,10.68,2.03,0.0,19
Pulse mix,83.29,3.16,0.54,16.0,6.59,2.25,0.0,14
Shishu ahar,93.37,2.61,1.43,17.42,6.61,1.02,0.0,15
Cereal pulse mix with amylase rice flour,151.57,4.27,2.74,27.8,8.84,3.47,0.0,24
Banana groundnut paste/puree,213.19,4.27,5.45,36.15,31.67,1.7,20.0,30
Rice dal porridge (Chawal dal ki khichdi/khichri),383.33,10.8,8.33,65.04,26.54,4.51,0.0,58
Lentils and semolina porridge (Dal suji porridge/daliya),117.29,3.26,1.06,23.19,13.84,1.44,0.0,18
Spinach khichri (Palak khichri/khichdi),102.18,3.43,1.91,17.35,0.21,1.56,0.0,17
Vegetable mix,174.21,4.7,0.94,36.02,27.36,1.93,0.0,26
Lentils and wheat porridge (Dal wheat porridge/daliya ),52.54,2.71,0.94,8.36,0.92,1.28,0.0,11
Maize porridge,89.57,2.14,1.89,15.64,7.69,1.68,0.0,13
Spinach peanut burfi (Palak aur mungfali ki burfi),105.37,3.36,4.39,13.59,11.5,2.07,0.0,17
Split bengal gram burfi/fudge (Channa dal burfi),287.36,4.65,7.09,54.63,43.38,2.06,20.0,39
Chickpea flour cookies (Sweet besan rounds/cookies),207.01,4.29,3.42,39.64,30.66,2.56,20.0,29
Pearl millet mathri (Bajra mathri),785.08,1.82,83.12,7.42,0.16,1.36,20.0,86
Sesame biscuit (Til ke biscuit),424.03,8.27,19.34,53.65,29.73,6.83,0.0,59
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.57,4.05,67.19,8.68,0.35,2.65,20.0,77
Poshtik namak paras,613.39,6.49,56.58,19.52,0.87,4.55,0.0,76
Soya chikki,423.7,7.18,15.51,62.89,45.47,3.55,0.0,56
Besan bathua chilla/cheela,373.82,11.48,18.57,40.65,1.45,7.79,0.0,60
Wheat flour and nuts ladoos (Atta nuts ladoos),391.9,9.46,19.19,44.31,15.94,7.3,0.0,57
Gram flour and semolina dhokla (Besan suji dhokla),198.91,8.52,7.1,25.92,2.58,4.59,0.0,36
Atta dal burfi ,298.8,6.66,12.47,40.64,21.08,4.08,0.0,43
Soya roti,283.96,9.18,9.23,40.03,1.58,8.71,0.0,46
Poshtik khichdi/khichri,93.37,3.04,1.88,15.64,0.26,2.0,0.0,15
Namkeen daliya,295.11,8.29,7.99,49.32,0.82,8.57,0.0,46
Sprouts upma ,316.25,9.5,10.44,44.96,1.67,7.16,0.0,50
Semolina idli (Suji/Rava idli),206.39,9.34,3.47,33.67,3.42,5.85,0.0,38
Poshtik chilla/cheela,159.53,4.85,3.04,27.47,1.22,4.91,0.0,25
Stuffed bittergourd (dry) (Bharwa karela),217.65,1.29,22.38,2.49,0.07,3.0,20.0,26
Cauliflower potato canjee,16.79,0.57,0.39,2.63,0.13,0.69,0.0,10
Creamed spinach,96.91,5.18,6.39,4.44,1.59,1.33,30.0,20
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),68.35,1.93,2.8,9.18,9.11,0.23,30.0,11
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),68.49,1.93,2.75,9.33,9.2,0.42,30.0,11
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),67.82,1.95,2.75,9.15,9.0,0.16,30.0,11
Woodapple juice (Bel ka sharbat),34.18,0.63,0.7,6.51,5.75,1.03,0.0,10
Sattu drink,23.38,0.56,0.14,5.16,3.96,0.4,0.0,10
Apple and honey sorbet (Seb aur shehad ka sharbat),121.3,0.15,0.29,30.74,29.18,1.13,0.0,13
Thandai,101.18,3.59,5.89,9.13,8.21,0.8,0.0,18
Cucumber sharbat (Kheere ka sharbat),27.28,0.26,0.06,6.64,5.46,0.78,0.0,10
Apple oats chia seed smoothie,85.64,3.49,2.48,13.07,5.76,1.44,0.0,16
Nannari sharbat,88.79,0.01,0.01,23.62,23.58,0.0,0.0,10
Semolina milk drink (Thari kanji),44.16,0.98,1.36,6.93,3.88,0.72,30.0,10
Saffron milk (Kesariya doodh),102.18,3.17,4.57,12.64,12.5,0.14,30.0,17
Black rice kheer (Chak-hao kheer),147.94,4.37,4.91,22.93,12.57,0.76,0.0,24
Coconut kheer (Nariyal ki kheer),162.61,3.4,10.55,14.42,13.73,1.53,0.0,24
Apple sago payasam (Seb aur sabudana ki kheer),136.5,3.13,7.66,14.4,10.63,0.38,0.0,20
Kesari bath,244.57,2.4,12.59,31.38,20.16,1.65,20.0,30
Putharekulu,318.3,3.66,7.55,59.61,23.86,1.75,20.0,39
Mango malpua,334.64,1.65,30.67,12.84,4.96,2.08,20.0,38
Mango vanilla custard,147.63,3.43,7.04,18.41,14.62,0.99,0.0,22
Kiwi granola pudding,280.99,5.6,15.36,32.33,15.08,3.71,0.0,40
Oats burfi,425.19,8.89,17.27,62.47,32.93,4.96,0.0,61
Lotus seed halwa (Kamal gattay ka halwa),370.55,7.79,20.69,39.56,9.8,0.42,0.0,53
Amaranth ladoo (Rajgira ladoo),454.15,10.12,22.7,51.33,19.92,5.11,0.0,65
Chhena poda,344.57,13.68,17.94,33.64,30.65,1.4,0.0,61
Sweet couscous dessert,196.2,3.81,7.69,29.69,15.89,2.18,0.0,28
Sweetened yogurt (Shrikhand),107.18,5.27,2.89,16.02,15.81,0.08,0.0,21
Thickened sweetened milk (Rabri),102.79,3.52,5.35,10.55,10.09,0.19,30.0,17
Gram flour halwa (Besan halwa),276.79,5.88,17.3,25.78,15.83,1.82,0.0,40
Prawn sandwich,169.65,10.36,9.27,11.89,1.21,1.55,0.0,37
Watercress sandwich,229.42,5.17,11.47,28.03,1.81,2.26,0.0,34
Fish sandwich ,150.2,4.72,10.37,10.09,1.04,1.23,50.0,25
Kidney bean sandwich with cottage cheese,176.64,9.85,6.84,18.86,3.69,3.66,30.0,36
Finger millet biscuit (Ragi biscuit),458.56,4.03,25.79,52.69,16.9,5.97,20.0,55
Buttermilk biscuit,322.54,5.76,17.5,34.93,3.44,1.18,30.0,44
Lemon cookies,394.48,5.63,23.02,42.19,23.47,0.78,0.0,51
Sweet potato biscuit (Shakarkand ke biscuit),296.4,5.14,13.31,38.13,2.53,2.27,0.0,40
Raspberry shortbread cookies,441.12,3.0,21.25,61.25,40.86,0.75,20.0,51
Pumpkin cookies ,218.4,2.51,3.93,44.69,31.62,1.06,20.0,27
Greenpea cookies,159.42,6.53,4.24,23.07,14.45,5.32,0.0,28
Sunflower cookies,520.62,9.49,36.28,40.06,24.28,3.95,0.0,72
Cardamom cookies (Elaichi cookies),400.49,5.1,19.12,53.99,38.99,2.79,0.0,51
Hazelnut cookies,493.32,6.25,34.97,39.44,22.01,2.45,0.0,63
Milk cookies,459.43,10.49,24.96,48.43,22.06,0.99,30.0,67
Cranberry cookies,272.48,3.92,12.66,36.39,19.96,1.13,20.0,36
Olive biscuit,438.29,3.2,23.75,55.01,32.27,0.82,20.0,52
Tutti fruitti biscuit,420.78,5.21,17.9,53.12,15.75,5.43,0.0,52
Peach blueberry preserves,177.38,0.53,0.2,45.76,45.33,1.14,0.0,20
Pear preserves (Naashpati ka murabba),101.24,0.25,0.19,25.67,25.19,3.06,0.0,11
Starfruit preserves ,128.93,0.24,0.12,33.62,33.47,0.78,0.0,14
Gooseberry pickle (Amla ka achaar),278.58,1.55,27.61,7.61,0.36,3.7,20.0,33
Lotus stem pickle (Kamal kakdi ka achar),102.69,1.44,1.6,20.07,2.53,8.58,0.0,13
Date pickle (Khajoor ka achaar),182.29,1.68,4.21,34.66,30.47,5.2,0.0,22
Garlic pickle (Lahasun ka achar),413.62,3.72,39.88,9.75,2.32,5.13,20.0,51
Fermented bamboo shoot pickle (Mesu pickle),59.83,1.58,5.59,1.73,0.29,2.24,0.0,10
Sweet peach pickle (Aadoo ka achaar),144.64,0.46,0.2,37.01,36.46,1.32,0.0,16
Pickled mustard greens ,13.12,1.51,0.22,1.05,0.02,1.7,0.0,10
Small onion pickle ,16.86,1.65,0.64,2.76,2.99,1.09,0.0,10
Green tomato pickle (Haray tamatar ka achaar),193.26,1.23,19.67,2.87,0.77,1.74,0.0,23
Pickled cabbage ,13.69,0.39,0.14,2.56,2.08,0.61,0.0,10
Coconut pickle (Nariyal ka aachar),517.26,3.02,51.71,11.53,8.98,6.35,20.0,61
Potato pickle (Aloo ka achaar),369.14,2.07,36.46,7.87,0.82,2.21,20.0,43
Mango murabba candy,293.35,0.27,0.05,77.32,74.73,0.95,20.0,31
Afghani chicken,151.51,15.66,9.07,1.95,0.83,0.31,50.0,44
Fish orly,563.7,5.87,58.18,4.27,0.24,0.33,50.0,70
Hariyali Fish Tikka,150.24,14.01,9.41,2.21,0.83,0.99,50.0,41
Chicken manchurian,142.34,9.53,11.96,6.06,0.9,0.41,50.0,34
Handi chicken,166.02,12.32,12.46,1.49,0.75,0.67,50.0,40
Lemon chicken,169.79,20.2,9.66,0.55,0.16,0.16,50.0,54
Lemon butter fish,160.25,16.38,10.26,0.75,0.23,0.36,50.0,47
Baked eggs in tomato sauce,80.05,4.92,5.22,3.78,2.03,0.01,50.0,18
Egg in a pepper,128.78,12.64,8.68,0.17,0.05,0.17,50.0,37
Spinach mushroom scrambled egg (Palak mushroom bhurji),158.85,13.28,11.51,0.59,0.1,0.39,50.0,41
Corn omelette/omlet,166.93,11.37,12.89,1.57,0.41,0.02,0.0,38
Cajun chicken,184.94,12.69,13.99,1.94,1.1,0.89,50.0,43
Paaner do pyaza,127.7,4.22,10.87,3.41,2.2,0.84,0.0,21
Cabbage manchurian (Pattagobhi manchurian),224.26,0.64,22.48,4.85,0.33,0.37,20.0,25
Gobi 65,278.29,0.56,29.11,3.59,0.29,0.57,20.0,31
Paneer lababdar,105.48,3.98,8.46,3.37,1.96,1.16,30.0,19
Roasted cauliflower steak,78.68,2.05,6.7,2.02,0.44,3.53,0.0,12
Sauteed radishes with green beans,94.32,2.41,6.61,6.04,1.78,3.52,0.0,15
Garlic chutney/Poondu chutney (Lahasun ki chutney),255.51,3.34,17.55,20.44,13.36,5.15,20.0,33
Schezwan chutney,205.19,3.33,17.72,10.79,5.66,5.72,20.0,28
Onion chutney (Pyaaz ki chutney/Vengaya chutney),143.94,2.97,8.38,13.52,6.8,4.6,0.0,21
Dates chutney (Khajoor ki chutney),103.57,1.07,1.12,21.69,18.68,3.41,0.0,13
Chicken salad,338.19,15.33,30.26,1.3,0.96,2.0,50.0,63
Macaroni salad,262.19,5.02,17.78,21.63,3.73,0.56,0.0,37
Cabbage raita (Pattagobhi raita),84.84,3.24,5.76,5.25,4.21,0.93,0.0,15
Pomegranate raita (Anaar ka raita),72.64,4.05,3.24,7.15,7.01,0.6,0.0,15
Onion raita (Pyaaz ka raita),71.56,4.86,2.43,7.86,7.07,0.65,0.0,17
Green chilli raita (Hari mirch ka raita),77.13,5.58,2.92,7.66,7.49,0.26,0.0,19
Kale salad,177.71,4.86,15.33,5.01,3.31,1.36,0.0,28
Spinach and paneer souffle ,186.19,7.56,13.49,9.64,2.81,1.07,30.0,34
Masala souffle ,123.51,6.38,7.37,8.02,1.84,1.24,0.0,25
Chicken and cheese souffle,182.35,9.07,14.74,3.47,2.46,0.26,50.0,36
Tamarind chutney (Chintapandu pachadi/Puli chutney),109.15,0.88,0.48,25.07,22.85,1.65,0.0,13
Pav bhaji masala,230.47,9.13,10.96,29.15,1.48,24.3,0.0,42
Green chutney,79.42,5.42,1.6,10.01,0.92,5.84,0.0,18
Sago khitchdi/khichri (Sabudana khitchdi/khichri),187.16,2.72,10.1,22.41,1.03,1.82,0.0,25
Gram flour chilla/cheela (Besan chilla/cheela),135.93,7.8,2.85,21.03,1.87,4.25,0.0,29
Vegetable namkeen jave,112.23,2.93,2.51,18.98,1.04,2.86,0.0,17
Khakhra,178.5,4.78,5.32,27.66,0.88,5.43,0.0,27
Moong bean dosa (Pesarattu),285.96,12.32,11.67,31.91,2.9,6.04,0.0,52
Methi thepla,346.16,8.98,15.95,41.34,2.98,7.56,0.0,52
Rice puttu (Ari puttu),81.98,1.26,3.13,11.82,0.33,0.76,0.0,11
Buckwheat pancake (Khura),263.3,2.91,16.43,27.28,0.64,0.56,20.0,33
Quinoa khichdi/khichri,64.01,3.18,1.59,8.83,0.69,2.58,0.0,13
Khakhra chaat,358.66,4.52,30.65,16.64,3.26,3.04,20.0,46
Banana appam,469.81,1.17,42.53,20.06,9.95,0.67,20.0,52
Veg manchurian,585.64,0.89,61.65,6.82,0.76,1.16,20.0,64
Pav bhaji,96.53,2.66,4.32,11.99,2.06,1.98,0.0,15
Rice murukku,593.99,5.41,48.22,33.29,0.17,2.18,0.0,72
Bhel puri ,509.89,3.52,47.91,16.47,3.41,2.24,20.0,60
Semolina dhokla (Suji/Rava dhokla),194.91,5.44,5.2,30.86,1.85,5.12,0.0,30
Spicy corn chaat ,479.8,4.61,46.55,11.45,0.95,2.17,20.0,59
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),597.79,2.34,54.41,24.0,11.48,1.5,20.0,67
Banana chips (Kele ke chips),665.67,0.37,70.46,7.32,4.37,0.65,20.0,71
Wheat cake,314.63,4.79,14.95,41.13,25.79,2.76,20.0,42
Mango cheesecake,152.46,2.39,7.3,20.06,15.36,1.14,30.0,21
Carrot cake (Gajar ka cake),255.59,5.6,10.27,35.98,23.96,2.93,0.0,37
Semolina cake (Suji/Rava cake),374.14,6.58,25.18,31.32,18.86,5.37,0.0,51
Finger millet cake (Ragi cake),279.46,3.96,12.27,38.93,24.76,2.35,20.0,36
Honey cake,333.59,3.08,14.7,49.04,33.43,0.51,20.0,40
Almond cardamom cake (Badam elaichi cake),356.35,7.18,21.36,34.53,18.06,2.35,0.0,50
Tutti frutti cake,347.72,4.49,12.68,52.94,28.08,0.85,20.0,44
Ham and Bean soup,96.04,10.61,4.15,4.18,1.43,0.54,0.0,29
Whey soup,68.91,3.45,3.34,6.26,5.87,0.84,0.0,14
Bottle gourd soup (Ghiya/Lauki soup),23.05,0.45,1.79,1.16,0.39,0.96,0.0,10
Baked potato soup,147.05,5.73,11.21,5.85,3.44,0.3,0.0,26
Pumpkin soup,40.05,0.47,3.2,2.08,1.47,1.19,0.0,10
Sweet corn soup,32.25,0.99,1.63,3.56,0.9,0.31,0.0,10
Paneer soup,47.85,3.22,2.8,2.42,1.98,0.28,30.0,11
Curried Cauliflower soup,37.32,6.72,9.77,3.12,1.79,2.34,0.0,21
Millet soup,55.99,11.26,12.57,8.22,1.45,2.82,0.0,34
Lemon coriander soup,108.06,2.27,6.26,10.32,2.2,6.77,0.0,16
Garlic soup,194.86,2.38,17.62,6.99,2.39,1.66,0.0,25
Dal makhani,74.04,3.32,3.06,7.96,0.8,2.27,0.0,14
Dalma,118.93,4.91,4.58,15.04,3.1,2.16,0.0,22
Split bengal gram dal (Channa dal),99.67,4.15,4.62,9.99,0.98,3.72,0.0,18
Horsegram dal (Kulthi dal) ,55.65,2.91,1.13,8.21,0.72,1.52,0.0,11
Panchmel dal,111.22,4.63,5.36,10.71,0.75,3.2,0.0,20
Dal dhokli,68.74,2.96,2.47,8.55,1.12,1.86,0.0,13
Gujarati handvo ,207.09,8.24,4.8,31.86,2.51,4.95,0.0,36
Sev (Omapodi/Karapusa),609.14,5.12,60.08,12.87,0.53,2.35,0.0,74
Papdi,708.96,1.83,72.11,12.89,0.31,0.56,20.0,78
Jowar dosa,294.35,8.5,10.28,40.53,0.59,5.56,0.0,45
Bread roll,435.46,2.85,40.25,16.12,0.94,1.45,20.0,51
Soya seekh kebab,115.05,5.4,5.88,10.0,0.51,2.24,0.0,22
Classic seasoned black beans,28.78,8.01,8.28,7.66,0.44,3.51,0.0,24
Maa chaane ki dal,344.67,19.8,9.5,43.11,1.05,13.45,0.0,71
Garlic chickpea soup (Lahasun aur chane ka shoraba),89.53,4.45,2.01,13.92,2.65,2.84,0.0,18
White sauce (thin),115.17,3.31,8.41,6.58,4.58,0.07,0.0,18
White sauce (medium),151.27,3.36,11.76,7.98,4.32,0.14,0.0,22
White sauce (thick),209.69,3.43,17.19,10.24,3.9,0.24,20.0,28
Cheese sauce,194.76,7.68,15.12,7.08,4.53,0.12,30.0,35
Egg sauce,146.85,5.97,11.08,5.88,3.19,0.12,50.0,26
Mushroom sauce,137.56,3.39,10.51,7.31,3.86,0.47,0.0,21
Mustard sauce,158.58,3.98,12.17,8.29,4.22,0.13,0.0,24
Brown sauce,109.18,11.92,23.67,5.38,0.13,1.69,0.0,43
Classic italian pasta,42.12,0.57,2.45,4.4,2.94,1.36,0.0,10
Pasta spinach sauce,85.46,1.76,7.9,1.76,1.04,0.86,0.0,13
Pasta cheese sauce,149.26,4.33,10.84,9.0,4.22,0.14,30.0,24
Mayonnaise,774.86,1.86,84.52,1.65,1.44,0.11,20.0,86
Low calorie quick mayonnaise,242.89,1.41,24.35,4.71,0.83,0.06,20.0,29
Thousand island dressing,407.87,1.37,42.87,4.49,3.1,0.46,20.0,46
Curd dip,79.95,5.04,3.36,7.95,7.12,0.1,0.0,18
Short crust pastry,422.1,6.11,23.98,44.72,3.18,1.58,0.0,55
Choux pastry,222.37,5.55,14.96,16.2,1.5,0.56,0.0,33
Flaky pastry,443.94,4.69,31.99,33.61,0.81,1.25,20.0,55
Sponge cake ,253.77,9.18,4.74,44.63,26.33,0.69,0.0,43
Glace icing,323.51,0.01,0.01,86.31,85.35,0.0,20.0,34
Royal icing,332.58,1.74,0.02,86.53,85.57,0.0,20.0,38
American frosting,257.57,1.05,0.01,67.48,67.46,0.0,20.0,29
